V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,random,group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LocationLatitude,LocationLongitude,LocationAccuracy,
R_2EtuvqFjEFKKPNI,Default Response Set,Anonymous,,,99.161.162.53,0,2015-08-03 09:04:55,2015-08-03 09:11:14,0,d1539f76ed085012ad71f8809593ff5d,moderate,1,Female,40,No,1,1,I don't know,1,1,I don't know ,1,1,Desert rat,1,1,I don't know,1,1,Water gecko ,1,1,Water gecko ,1,1,I don't know ,1,1,Bear,1,1,I don't know,1,1,I don't know ,"No, they were not helpful",,,,-1,
R_22SqYblw7HClblP,Default Response Set,Anonymous,,,108.54.160.196,0,2015-08-03 05:30:47,2015-08-03 05:34:27,0,6ebf703382f7f3cc2ce93a540c513ea5,moderate,1,Male,25,Yes,1,1,Alpaca,1,1,I don't know,1,1,Possum,1,1,Badger,1,1,I don't know,1,1,Tadpole,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"Yes, they were helpful",,,,-1,
R_2SwxTxR2bhxMcWW,Default Response Set,Anonymous,,,68.44.248.189,0,2015-08-03 06:24:15,2015-08-03 06:29:43,0,205407cad49d71a88fa0e6f60de23055,moderate,1,Female,55,No,1,1,deer,1,1,other ,1,1,possum,1,1,other ,1,1,other ,1,1,lizard ,1,1,other ,1,1,other ,1,1,eel,1,1,crab,"No, they were not helpful",,,,-1,
R_3KImjlcmH6M7WMA,Default Response Set,Anonymous,,,66.87.136.112,0,2015-08-03 04:09:20,2015-08-03 04:13:15,0,ca18aaef3271c834a11540de0903b9ed,moderate,1,Female,51,Yes,1,1,I dont know,1,1,I dont know,1,1,I dont know,1,1,I dont know,1,1,I dont know,1,1,I dont know,1,1,I dont know,1,1,Bear,1,1,Eel,1,1,I dont know,"No, they were not helpful",,,,-1,
R_2CTJ1Qv6K1RMgZ4,Default Response Set,Anonymous,,,166.170.26.163,0,2015-08-03 13:57:56,2015-08-03 14:05:55,0,24d4b6910f4e895b2b9b15bf3cfdd1bc,moderate,1,Male,33,Yes,1,1,Deer,1,1,Hare,1,1,Anteater,1,1,Hedgehog,1,1,Mud puppy,1,1,Tadpole,1,1,I don't know,1,1,Dog,1,1,Whale,1,1,Lobsyer,"No, they were not helpful",,,,-1,
R_AbndmwVAUqVlJst,Default Response Set,Anonymous,,,70.209.195.31,0,2015-08-03 08:21:50,2015-08-03 08:24:03,0,7fe128458a2fe26457727c0f483ab349,moderate,1,Female,31,Yes,,,,,,,,,,,,,,,,1,1,I dont know ,,,,1,1,I dont know,,,,1,1,Fish,,,,,-1,
R_vYLGokWU6Hnv9ex,Default Response Set,Anonymous,,,76.26.175.59,0,2015-08-03 05:59:05,2015-08-03 05:59:22,0,8fa72928d41cb92d2588bd24c0d5e37a,moderate,1,Female,44,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3FW2jqjTwPicCQP,Default Response Set,Anonymous,,,106.172.235.70,0,2015-08-03 04:07:17,2015-08-03 04:10:22,0,6938f7837a75af3f5355f81353cbb641,moderate,1,Female,26,Yes,1,1,Deer,1,1,Bilby,1,1,Bilby,1,1,wombat,1,1,axolotl,1,1,axolotl,1,1,I don't know,1,1,Bear,1,1,Shark,1,1,I don't know,"No, they were not helpful",,,,-1,
R_rdvLMrXtPJ2xmxP,Default Response Set,Anonymous,,,121.211.226.91,0,2015-08-03 16:15:39,2015-08-03 16:17:25,0,aa332a827ba055c50ad2bf4513293a4d,moderate,1,Male,35,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_w4SaiQ2znh4YSAN,Default Response Set,Anonymous,,,70.209.206.43,0,2015-08-03 19:59:35,2015-08-03 20:02:58,0,a90e3c44ab4bc015d5101f18118d174a,moderate,1,Male,46,No,,,,1,1,I don't know,,,,1,1,I don't know,,,,1,1,Waterdog,1,1,I don't know,,,,,,,,,,,,,,-1,
R_2dfNyPqTRxgJSto,Default Response Set,Anonymous,,,69.248.118.50,0,2015-08-07 13:16:11,2015-08-07 13:20:41,0,c92193f472367adb45f11be29e48d385,moderate,1,Female,52,Yes,1,1,stripped deer,1,1,mouse,1,1,possum,1,1,groundhog,1,1,I don't know,1,1,tadpole,1,1,anteater,1,1,i don't know,1,1,eel,1,1,crab,"Yes, they were helpful",,,,-1,
R_27vQkqLtvoGKETH,Default Response Set,Anonymous,,,172.90.99.36,0,2015-08-03 19:09:23,2015-08-03 19:09:37,0,07b8454cd90540980a3113a64d71b59e,moderate,1,Male,36,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_xyJtEYEShkHEEqB,Default Response Set,Anonymous,,,108.87.180.12,8,2015-08-09 15:06:38,2015-08-09 15:07:16,0,1623e16e5e574c8bd617cc4d1dafcb82,moderate,1,Female,29,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2cw18kIjfssMyXC,Default Response Set,Anonymous,,,71.226.81.47,0,2015-08-03 07:38:53,2015-08-03 07:45:57,0,4b761329104644b75c3e1d3b1e5941d0,moderate,1,Female,59,No,1,1,Deer,1,1,desert rat,1,1,Other not possum ears are too big,1,1,Wombat,1,1,Dugong,1,1,lizard,1,1,Badger,1,1,Elephant seal,1,1,Shark,1,1,Fish,"No, they were not helpful",,,,-1,
R_2w4tVTbqmVxqJXo,Default Response Set,Anonymous,,,108.4.51.168,0,2015-08-03 02:52:53,2015-08-03 02:57:40,0,45276898178f3ce928ea0910ee56d1b6,moderate,1,Female,46,Yes,1,1,Sigh,1,1,I don't know,1,1,Nope,1,1,No idea,1,1,Nope,1,1,Axolotl,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Nope. Nothin ,"No, they were not helpful",,,,-1,
R_2bKIOSTyQZFlew1,Default Response Set,Anonymous,,,159.118.186.142,0,2015-08-03 03:08:36,2015-08-03 03:09:31,0,2a5f389f20c051b5972ecefe93f49e3f,moderate,1,Male,58,Yes,1,1,I dont know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1HLx9W4c2woSPO9,Default Response Set,Anonymous,,,68.191.46.223,0,2015-08-03 09:59:47,2015-08-03 10:01:00,0,d66a4b71f42038cb1a263fe69dee4485,moderate,1,Male,27,No,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,"No, they were not helpful",,,,-1,
R_2fCMr0mOs4bKnLE,Default Response Set,Anonymous,,,71.170.47.194,0,2015-08-03 04:51:22,2015-08-03 04:53:12,0,50b4f8646f19c4ac365435d367f3fe80,moderate,1,Male,35,No,1,1,i don't know,,,,1,1,bandicoot,,,,1,1,mud puppy,,,,,,,,,,,,,1,1,i dont know,,,,,-1,
R_1P74xoxt4UDf9Mf,Default Response Set,Anonymous,,,71.243.217.125,0,2015-08-04 00:25:21,2015-08-04 00:30:03,0,59e89d4afe60fd05ecfde92e4a152848,moderate,1,Female,55,Yes,1,1,Kapubara,1,1,Kangaroo rat,1,1,I don't know,1,1,I don't know,1,1,Salamandar,1,1,Cuddlefish,1,1,I don't know,1,1,I don't know,1,1,Dinosaur,1,1,I don't know,"No, they were not helpful",,,,-1,
R_2SGBmPp0SHMfUn8,Default Response Set,Anonymous,,,76.103.74.142,0,2015-08-03 07:12:10,2015-08-03 07:13:16,0,f7585ab88b3460256d6b9b2420aea798,moderate,1,Female,37,Yes,,,,,,,1,1,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_wUiNAeqXd8pgqgF,Default Response Set,Anonymous,,,166.170.46.4,0,2015-08-02 23:07:28,2015-08-02 23:10:48,0,1d7052f6209f26b7ce89c54e93a7fa63,moderate,1,Female,44,Yes,1,1,I don't knoe,1,1,Kangaroo rat,1,1,Wombat,1,1,I don't know,1,1,I don't know,1,1,Salamander,1,1,I don't know,1,1,I don't know,1,1,Whale shark,1,1,I don't know,"No, they were not helpful",,,,-1,
R_3OeLYdxZ3LuxzrC,Default Response Set,Anonymous,,,71.239.102.16,0,2015-08-03 06:10:20,2015-08-03 06:12:03,0,92d538fa327b331e48206c1d9b0ef096,moderate,1,Male,29,Yes,1,1,I don't know,1,1,I don't know,1,1,i don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"No, they were not helpful",,,,-1,
R_9yJQdGKqNIi7cPf,Default Response Set,Anonymous,,,104.32.5.187,0,2015-08-03 05:43:04,2015-08-03 05:50:53,0,b63a7856455aca2c7f721aaddaa165b1,moderate,1,Male,35,Yes,1,1,I don't know,1,1,Deer mouse,1,1,Wombat,1,1,I don't know,1,1,I don't know,1,1,Alligator,1,1,I don't know,1,1,I dont know,1,1,I don't know,1,1,I dont know,"No, they were not helpful",,,,-1,
R_1ImbdY2Tp6UMgXQ,Default Response Set,Anonymous,,,50.205.202.30,0,2015-08-03 05:36:08,2015-08-03 05:38:27,0,532fe042f794f88f4a720213e1f5eaed,moderate,1,Female,39,Yes,1,1,I don't know ,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know ,1,1,I don't know,1,1,I don't know,1,1,I don't know ,1,1,I don't know ,1,1,I don't know,"No, they were not helpful",,,,-1,
R_32VH5IQOMtO57wU,Default Response Set,Anonymous,,,108.240.178.47,0,2015-08-03 05:19:17,2015-08-03 05:20:35,0,30de1b5c556d872f2ae3948d6ea14ebc,moderate,1,Female,40,Yes,,,,,,,,,,,,,,,,1,1,I don't know,,,,1,1,I don't know,,,,1,1,I don't know,,,,,-1,
R_sLLyDx1n5KUNTPj,Default Response Set,Anonymous,,,66.87.64.219,0,2015-08-03 20:56:55,2015-08-03 20:57:34,0,e97c891aed1432bf3cdc3dbdc0be5498,moderate,1,Female,41,No,,,,,,,,,,,,,,,,,,,,,,1,1,I don't know,,,,,,,,,,,-1,
R_Rt3BE2JSzNsxj2x,Default Response Set,Anonymous,,,45.50.134.112,0,2015-08-05 07:19:47,2015-08-05 07:24:35,0,8f92d7d54020c2f39b56dd85d310781e,moderate,1,Female,71,No,,,,,,,1,1,I don't know.,1,1,Badger?,1,1,I don't know.,1,1,I don't know.,,,,1,1,I don't know.,,,,1,1,I don't know.,,,,,-1,
R_dm8VKRJY792CExD,Default Response Set,Anonymous,,,68.7.84.34,0,2015-08-03 11:39:55,2015-08-03 11:44:22,0,520b579152b1bd4343f457b9a6cd818a,moderate,1,Female,40,No,1,1,deer,1,1,i don't know,1,1,i don't know,1,1,wombat,1,1,i don't know,1,1,i don't know,1,1,i don't know,1,1,i don't know,1,1,i don't know,1,1,i don't know,"No, they were not helpful",,,,-1,
R_0juaxRT2gv8ryc9,Default Response Set,Anonymous,,,67.180.219.25,0,2015-08-03 16:28:30,2015-08-03 16:32:27,0,9986ebeb7753d96bf4551f89e40528bf,moderate,1,Female,60,No,1,1,striped zuzu,1,1,kangaroo rat,1,1,I don't know,1,1,snaggle toothed wombat,1,1,frilled boge,1,1,Frilled gebofish,1,1,long haired pekinese mole,1,1,bear,1,1,penis fish,1,1,sea dragon,"No, they were not helpful",,,,-1,
R_2WDoHOmOUamP1Ra,Default Response Set,Anonymous,,,70.209.196.206,0,2015-08-03 16:40:40,2015-08-03 16:45:06,0,230099f43e2b0a552c6d474b2f8b1c0e,moderate,1,Female,31,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,i don't know,1,1,I don't know,"No, they were not helpful",,,,-1,
R_1nMyWlpmID8wg4o,Default Response Set,Anonymous,,,66.210.55.170,0,2015-08-03 13:56:26,2015-08-03 13:59:35,0,f33e263f1255d3880385d1aea012f1b5,moderate,1,Female,36,Yes,1,1,I don't know.,1,1,Rat,1,1,I don't know.,1,1,Wolverine,1,1,FIsh,1,1,Tadpole,1,1,I don't know.,1,1,I don't know.,1,1,Whale,1,1,Coral,"Yes, they were helpful",,,,-1,
R_1kTiOUIfYuhqauF,Default Response Set,Anonymous,,,71.177.147.28,0,2015-08-02 23:27:03,2015-08-02 23:33:29,0,aecf94b126730a77d0118e520069010d,moderate,1,Female,37,Yes,1,1,Alpaca ,1,1,Rousearoo,1,1,Possum ,1,1,Tasmanian devil,1,1,I don't know,1,1,Fish ,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"Yes, they were helpful",,,,-1,
R_3GiTZCDIdLtavfQ,Default Response Set,Anonymous,,,67.169.45.7,0,2015-08-02 22:45:11,2015-08-02 22:48:46,0,877052d68011bbd045d5528b9c84008c,moderate,1,Male,26,Yes,1,1,Deer,1,1,Gerbil,1,1,I don't know.,1,1,Bat,1,1,Salamander,1,1,Salamander,1,1,Badger,1,1,I don't know.,1,1,Eel,1,1,I don't know.,"No, they were not helpful",,,,-1,
R_1QxO8SJGz8qlGpe,Default Response Set,Anonymous,,,66.87.114.99,0,2015-08-03 13:32:58,2015-08-03 13:34:50,0,75c77ec04a7bee4127173a7cfdf934d1,moderate,1,Female,25,Yes,,,,1,1,Mouse,,,,1,1,Porcupine,1,1,I don't know ,,,,,,,,,,,,,1,1,I don't know,,,,,-1,
R_2YVcpPenF5irCsV,Default Response Set,Anonymous,,,23.118.230.128,0,2015-08-03 08:38:04,2015-08-03 08:42:44,0,49f10bc8e749a149a59197fb1c89a9c9,moderate,1,Female,36,No,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,aoxtl,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,"No, they were not helpful",,,,-1,
R_2ck0yWeveSSmE2m,Default Response Set,Anonymous,,,162.210.161.69,0,2015-08-03 13:25:42,2015-08-03 13:33:36,0,0c270cc8b651bd04342ce13c4ba2924a,moderate,1,Male,73,Yes,1,1,Deer,1,1,Rat (kangaroo rat),1,1,Possum,1,1,Other (actually the head of a bat),1,1,Other,1,1,Tadpole,1,1,Badger is most likely,1,1,Sloth (probably photo shopped),1,1,Eel,1,1,Fish,"No, they were not helpful",,,,-1,
R_21b5VtqZw4G4PuK,Default Response Set,Anonymous,,,24.6.101.4,0,2015-08-04 18:13:47,2015-08-04 18:18:49,0,c451483b9894be0f56708408da420b31,moderate,1,Male,39,Yes,1,1,Alpaca,1,1,Rabbit,1,1,Rat,1,1,I don't know,1,1,Fish,1,1,Tadpole,1,1,Badger,1,1,Other,1,1,Eel,1,1,Other,"No, they were not helpful",,,,-1,
