V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,random,group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LocationLatitude,LocationLongitude,LocationAccuracy,
R_1mXCgmJHgIQ8Uw6,Default Response Set,Anonymous,,,54.148.44.119,0,2015-08-03 05:40:00,2015-08-03 05:49:00,0,b0b31103c98413c1135ae1ec05ca4820,strong,1,Male,59,No,1,1,deer,1,1,gerbil,1,1,opossum,1,1,i dont know,1,1,salamander,1,1,salamander,1,1,i dont know,1,1,i dont know,1,1,i dont know,1,1,i dont know,"No, they were not helpful",,,,-1,
R_8kuGuHT2fPQApup,Default Response Set,Anonymous,,,104.14.48.250,0,2015-08-02 23:17:16,2015-08-02 23:17:29,0,0b17dbf8c0cc5c65e281eac4c42c064f,strong,1,Male,20,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3E9B5dejPrJwzMk,Default Response Set,Anonymous,,,71.110.192.231,0,2015-08-03 07:35:51,2015-08-03 07:42:19,0,fa0b67d95425fae6d0398026abcbbc1a,strong,1,Female,61,Yes,1,1,deer,1,1,mouse,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,tadpole,1,1,I don't know,1,1,I don't know,1,1,Eel,1,1,fish,"Yes, they were helpful",,,,-1,
R_3JsdHyvQcnvuUOD,Default Response Set,Anonymous,,,66.215.226.170,0,2015-08-02 23:11:46,2015-08-02 23:13:50,0,7dbd1411131f702997ffc53deccb051d,strong,1,Female,29,No,1,1,Alpaca,1,1,Mouse,1,1,Possum,1,1,Badger,1,1,Fish,1,1,Other,1,1,Badger,1,1,Other,1,1,Eel,1,1,Fish,"No, they were not helpful",,,,-1,
R_yPJciEAVnHFzfYB,Default Response Set,Anonymous,,,108.13.172.103,0,2015-08-03 07:38:38,2015-08-03 07:42:28,0,0609c92e8e3d74fef91c10cf14bd709f,strong,1,Female,53,Yes,1,1,Alpaca,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"No, they were not helpful",,,,-1,
R_31ADTgWuAZLlPmV,Default Response Set,Anonymous,,,162.119.128.141,0,2015-08-03 15:01:34,2015-08-03 15:03:45,0,7277705348695db46206062076c366cf,strong,1,Male,31,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"No, they were not helpful",,,,-1,
R_2CrMsgHWcIBO2C9,Default Response Set,Anonymous,,,198.135.63.24,0,2015-08-03 07:05:49,2015-08-03 07:06:53,0,a10aa39928cc6eac50f7c5ae081ad006,strong,1,Female,30,Yes,,,,1,1,I don't know,,,,,,,,,,1,1,I don't know,,,,,,,1,1,I don't know,,,,,,,,-1,
R_2OU8diwU5GmfRUE,Default Response Set,Anonymous,,,66.210.55.170,0,2015-08-03 13:56:50,2015-08-03 13:59:12,0,576d569b656453c8de0febb701e55cd5,strong,1,Male,23,No,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,"No, they were not helpful",,,,-1,
R_3GwZezBMbaS9gES,Default Response Set,Anonymous,,,66.210.55.170,0,2015-08-04 08:11:23,2015-08-04 08:19:22,0,5e13a78123819b897ac7541788f0e597,strong,1,Female,26,Yes,1,1,antelope,1,1,Jerboa,1,1,i dont know,1,1,i dont know,1,1,salamander ,1,1,salamander,1,1,i dont know,1,1,i dont know,1,1,shark,1,1,zooplankton ,"Yes, they were helpful",,,,-1,
R_1LM73Gb8CLb1E88,Default Response Set,Anonymous,,,104.33.77.195,0,2015-08-04 00:47:26,2015-08-04 00:55:25,0,fd0040c7138b290ebe5d680f9508d34e,strong,1,Female,26,Yes,1,1,I don't know,1,1,I don't know,1,1,Possum,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know.,1,1,I don't know. None of there are real. ,1,1,Fish,"No, they were not helpful",,,,-1,
R_2s0UaOGR62wBUNL,Default Response Set,Anonymous,,,76.174.50.47,0,2015-08-02 23:42:13,2015-08-02 23:45:47,0,56fe7ab64c31ebd147ebd901eda14166,strong,1,Female,28,Yes,1,1,I don't know,1,1,Muskrat,1,1,Rat,1,1,I don't know,1,1,Fish,1,1,Fish,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't knew,"No, they were not helpful",,,,-1,
R_Q5LqplsZSqSCvZf,Default Response Set,Anonymous,,,76.21.15.118,0,2015-08-02 23:11:03,2015-08-02 23:17:54,0,1757435a8bb68008759906fd401ad7d9,strong,1,Female,32,Yes,1,1,Deer,1,1,Kangaroo mouse,1,1,Possum,1,1,Fluffy McFluffins,1,1,Axoloti,1,1,Axoloti (sp?),1,1,Mole,1,1,Bear,1,1,Eel,1,1,Nudibranch,"No, they were not helpful",,,,-1,
R_xsBy6IMqSlGp9yF,Default Response Set,Anonymous,,,107.184.49.123,0,2015-08-02 22:07:17,2015-08-02 22:09:46,0,e4f4bec64bd329976a299aa366bc6780,strong,1,Female,45,Yes,1,1,i don't know,1,1,i don't know,1,1,wombat,1,1,i don't know,1,1,i don't know,1,1,i don't know,1,1,i don't know,1,1,i don't know,1,1,i don't know,1,1,i don't know,"No, they were not helpful",,,,-1,
R_1JQGlpprKftX7rp,Default Response Set,Anonymous,,,63.147.135.13,0,2015-08-03 17:17:56,2015-08-03 17:21:07,0,14fb0a6b3e3ac23af13238902eba27b4,strong,1,Female,56,Yes,1,1,asian deer,1,1,kangaroo rat,1,1,marsupial of some kind,1,1,I don't know,1,1,fish,1,1,salamander,1,1,i don'tknow,1,1,sun bear,1,1,whale,1,1,i don't know,"Yes, they were helpful",,,,-1,
R_0HQlqZxzc0ZEpEN,Default Response Set,Anonymous,,,172.56.16.131,0,2015-08-04 18:54:01,2015-08-04 18:55:52,0,048e66eaa27f94f22db69f71bf0efc00,strong,1,Male,32,Yes,1,1,I don't know,,,,1,1,possum,,,,,,,,,,1,1,I don't know ,,,,,,,,,,,,,,-1,
R_2fOdfpO8OkqBJWt,Default Response Set,Anonymous,,,66.210.55.170,0,2015-08-03 12:57:54,2015-08-03 12:58:35,0,2866311f7358ebb3e364a542073a4746,strong,1,Male,29,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2rGridhYwifHYt7,Default Response Set,Anonymous,,,128.107.241.183,0,2015-08-02 21:49:51,2015-08-02 21:58:53,0,ccc26f6d6cf069aadc3989a01e0c0a50,strong,1,Female,24,Yes,1,1,I don't know,1,1,pygmy jerboa,1,1,bilby,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,hairless sun bear,1,1,eel,1,1,blue ocean slug,"Yes, they were helpful",,,,-1,
R_6MaFWO9T0ioSQTz,Default Response Set,Anonymous,,,70.60.202.70,0,2015-08-03 07:00:25,2015-08-03 10:12:40,0,c6cf0709f451b42042e88bd80c582b9f,strong,1,Male,37,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_d6JinTdOgEfeJh3,Default Response Set,Anonymous,,,207.114.215.42,0,2015-08-03 11:34:25,2015-08-03 11:37:29,0,3d6feb20457ab2225542a71eff063356,strong,1,Male,40,No,1,1,I don't know,1,1,kangaroo rat,1,1,i don't know,1,1,Wolverine,,,,1,1,I don't know,1,1,badger,1,1,sloth,1,1,I don't know,,,,,,,,-1,
